,exposures,azimuth,elevation,delta_ra,delta_dec,delta_radec,pointing_distance_radec,delta_az,delta_el,delta_azel,delta_x [pixels],delta_y [pixels],delta_xy [pixels]
15,2022050500321,105.33182957972166,49.36712669043945,-4.865328378616596,-4.32171375175443,6.507582499198557,5.976673190685291,5.370217399268995,4.847023576820675,7.234146284784884,-3.6304116395575803,5.189689494419404,6.333463959092393
16,2022050500323,112.55811872265188,23.690015469241185,-2.491267689754295,-4.721948455220115,5.338839941014277,5.188887653015628,3.881718964640868,3.7801210972418176,5.418215354733074,-6.763108821316672,4.266396926847306,7.996360651345306
17,2022050500325,112.39151273301864,63.2313086461226,-10.591614589748133,-4.624986307200629,11.557369854753235,9.679764701954578,11.803323213081285,8.089986696546703,14.309658403426901,-0.20218066689508815,7.770914040077143,7.773543724732897
18,2022050500327,123.73736043831805,45.70919330361501,-3.00760811813916,-2.1939858998109685,3.7228054906032795,3.082544206347872,3.1081339654974727,2.1890161322630775,3.8016165475738144,-4.970914288823099,2.459945092932012,5.546288734556284
19,2022050500329,134.85128113745128,29.170559999507706,-6.735123046871649,-2.930617529642632,7.345093706791652,5.157970579077339,2.176564907597367,4.794997880762253,5.265874996000079,-4.334535867429389,4.489462554313746,6.240470752484715
20,2022050500331,135.63539310056527,48.803295992599026,-6.472645589553849,-0.08258976473598523,6.473172483196323,4.015360057567017,1.435607813414208,3.9025041463958132,4.158185710928799,-2.704355790482705,2.6555070411413686,3.7901527524716894
21,2022050500333,135.9748623150608,79.40941870278074,-3.588474111063533,3.429870936335533,4.96398641070787,4.45921023266511,-4.035500539532677,4.3973584927471165,5.968419080317981,-0.5648168893282522,-0.597178383923111,0.821973321157969
22,2022050500335,146.39524438319324,24.84342176736039,-8.253755203679702,-2.690820340484379,8.681301116021391,4.952444360258192,1.428198813664494,4.779709580613201,4.988524383658787,-4.168690328188083,4.255827089430693,5.957352034877659
23,2022050500337,146.52321743233202,45.13414662836762,-8.419288981724549,1.129827110563042,8.494759340767201,4.383777549633577,0.34420834566617486,4.377062525830411,4.390575786870685,-2.0831893507248376,2.6289756614244992,3.3542794903430084
24,2022050500339,158.6350805924174,71.88806811485314,-2.250392201392515,3.961763278499575,4.55629601046244,4.251988388816814,-1.468906730190156,4.227580560592514,4.475502695597183,-0.8559966069891163,0.21917605864303846,0.8836109640895004
25,2022050500341,158.0421244215637,35.51408030228743,-16.339279371140947,0.34896445464482895,16.343005432257485,5.3963905029886945,0.718288713039783,5.364533321522913,5.41240763736528,-2.3556213943745727,4.068345477312405,4.7011048782603755
26,2022050500343,165.90707915539411,55.753308028851784,-6.155589295246955,5.149607355934904,8.025567611830192,5.88240474444349,0.2912790683467392,5.880213023854708,5.8874229253186385,-0.24249461631804,2.8042223357016214,2.814687646434519
27,2022050500345,168.98881338762104,44.612376088450056,-8.365193477072808,3.5678305910437302,9.094277158479882,4.318471985348541,-0.06727417537604197,4.318190663104815,4.3187146719363305,-1.950630241963011,2.411714848718306,3.101826373669074
28,2022050500347,180.00104338800065,22.350285396818702,-3.4052629056759542,-3.7558304216076976,5.069721650411045,3.7841212828810695,-0.4587182666227818,3.760108792148742,3.7879863485667,-3.1535779490362525,2.6674862732607934,4.130440279035935
29,2022050500349,191.31233179369477,48.61392060034496,-1.7342924322122144,8.0162897753155,8.20174810648659,8.03895565016099,6.6657013377607655,6.7235030487239555,9.467685438924658,-2.8774057687011143,7.124714248131102,7.6838152681644285
30,2022050500351,194.72935692810475,50.27234951278572,3.4177272517752044,4.989377465932421,6.047705934077905,5.164010830683151,2.654541558138135,4.8774009769744,5.552983988278128,-2.3543280704765888,3.798256247370201,4.46873709051235
31,2022050500353,202.69073933731812,24.220610782757625,12.376116283400052,-1.0991166668134156,12.42482642564905,4.553321125876654,0.6484032610160284,4.51462536702536,4.5609504484794705,-3.6979893185794865,3.733813802667697,5.25513943804727
32,2022050500355,202.79118176315032,69.10386031343046,-2.792063941865308,7.375402538224307,7.886202105976615,7.600262444250267,14.934522244902837,5.4218205428128385,15.888237557450008,-1.776459532042902,6.249202449415772,6.4967945729236485
33,2022050500357,213.9039468890125,46.330650873224414,5.028415488027349,3.628261829246071,6.200745618213778,4.447155214155101,3.6855283751833667,3.64712743789255,5.185041750315076,-4.128751620103492,3.7339468660962525,5.56677187778853
34,2022050500359,224.9827604465755,49.32677270774211,5.5516274967601476,3.681583845411751,6.661428335843606,5.061374956485267,4.3413743457904275,4.196782499812457,6.038254264356492,-3.6710932671819894,4.255025034936361,5.619801048461068
35,2022050500361,224.79235814723972,31.28622475423546,9.103811772456538,2.1852961400384174,9.362419986733402,6.037295248369814,3.6878533123285706,5.149412375263296,6.333775324699132,-5.024940025551714,5.4149942449108295,7.387298892884264
36,2022050500363,231.83550273749614,85.09222303233368,1.5213405445365424,-1.1282001110743067,1.894020206618404,1.7020502260160946,-19.414050765794855,0.37251565605629366,19.417624341068784,-4.576579147371566,-2.2641585651816616,5.106024941227934
37,2022050500365,236.5239645227252,37.18199149933168,9.510434519398814,0.15746893936636752,9.511738075380215,6.9360999370325915,1.5222446111692989,6.829363018525214,6.996958474582638,-1.8329153204414848,5.536195107751244,5.831726574780227
38,2022050500367,236.22893190155972,25.211924610965596,8.736129698331752,-0.24051442171639792,8.739439872962546,6.644813729525853,2.154253916091875,6.352554277248146,6.70788757958725,-4.063351501505376,5.952709792726517,7.207328166609882
39,2022050500369,248.06645994658004,70.7935100568475,7.544032130255118,2.897354098286087,8.081279697744458,6.790044624358938,5.441895393471441,6.550221055834982,8.515845310583655,0.6023960429951357,3.178889284830701,3.2354625755566455
40,2022050500371,247.0686713523862,23.160426051429585,8.281239623156011,0.3618564133518021,8.289141678124036,7.1404918785674125,3.3246480403136047,6.4532480141167525,7.259317772605281,-5.26346739859681,6.5141066872457785,8.374823878083147
41,2022050500373,258.77708349005223,40.24440095306757,6.244885063927086,7.793617515638118,9.986944649977833,9.576376487345405,11.95710130577936,2.9012279497720783,12.304039794035502,-10.096698296550715,7.499735720860059,12.57733486770208
42,2022050500375,269.3128531825104,22.5894516113981,3.8764252131045396,1.594432486827202,4.1915256635075675,4.11654056026495,3.453262781954436,2.6041836941857355,4.325135437682219,-6.921599288470275,3.030713308383934,7.556041282825796
43,2022050500377,280.95676143511713,39.94069345319736,6.144007178988886,1.0248080676547033,6.2288888086878815,6.109800717496411,5.082934125516658,4.7060675152522435,6.9269972414065695,-4.986823937643646,5.487385430667013,7.4148372773616735
44,2022050500379,280.8865815823326,22.697666809886936,4.866877424922222,0.20147323342616374,4.871045815120687,4.866290576112506,2.959906524552025,4.028236497467219,4.998773440916543,-5.984877333551453,4.148182225991422,7.2819072005683445
45,2022050500381,285.34554485883564,60.706209388051114,7.658781297658379,3.0679989236091387,8.250427162312786,7.862290887244576,12.489762470568166,4.9478266043905705,13.434104163595284,-3.699423676926163,7.127555912142401,8.030428931390775
46,2022050500383,292.9940078315395,70.20975205714392,8.261195834626278,4.356444537758364,9.339484227119357,8.857537535523285,22.86001479724291,4.308778259218116,23.26254170586859,-3.6127161279639695,8.121974571592915,8.889217556278668
47,2022050500385,291.8251154726841,25.205977233102093,3.9325923895376036,1.0512351103336925,4.070672936929147,4.059683815883935,3.5040674595393284,2.536076055476144,4.325525461740093,-6.8110482239863,3.0228438654104433,7.451708726467808
48,2022050500387,303.919804508906,42.96319546469977,5.520846527946333,-0.29759419666861575,5.52886142809059,5.528576283273235,4.956768736315098,4.172897446645152,6.479400389351502,-4.844018221113473,4.903380723199329,6.892579708869685
49,2022050500389,312.7908518554028,75.01704000883596,8.097714312725657,1.343156768015774,8.208352282522268,7.751670508124105,25.319993601556234,4.153409004578634,25.658388147780514,-2.7802105598494364,6.797500437369462,7.344084895556174
50,2022050500391,314.5662381362858,31.714235365226227,4.987933709304571,-2.0083972415136486,5.377094212317326,5.2287025400440355,2.867997068506156,4.6251285731372604,5.442170660959707,-4.681909116306977,4.595258705760853,6.560234412445129
51,2022050500393,315.2174875958662,60.43950743777703,7.539718538902207,-0.3905049028908536,7.549824483062333,7.481547214184119,11.44876736216247,4.907452425305792,12.456217861757088,-3.5778351848914207,6.7181176653004595,7.611439389173977
52,2022050500395,326.514948553818,43.14112553555731,5.415982229402516,-0.8471141487348177,5.481830523665481,5.392060054577989,5.813121930623311,3.3299209898785875,6.699310440569811,-5.862849000166425,4.704096455570798,7.516749421263569
53,2022050500397,336.94383373616625,31.289217346911556,5.677465663092107,-1.8368851711628054,5.967224102346727,5.473154602011868,4.791252052973505,3.6328063987923542,6.012767962114412,-6.657797771185548,4.601241476604556,8.093064579504437
54,2022050500399,337.41472790804454,63.39733835483366,5.074800130739732,-1.9429873696299893,5.434040511948513,5.414115680641731,9.183671911591773,3.522261289444373,9.835962300196053,-3.7633697686504,4.643097486017578,5.976730400499467
55,2022050500401,348.7116347059327,41.61659824183066,4.8459601412218944,-2.4984158765136044,5.452101574835759,5.254261025222575,5.486707282761927,3.2844198242401035,6.394636063809586,-5.938911115722993,4.551680033003856,7.482543442126087
56,2022050500403,338.2341633616554,38.780612247740706,5.008661848125939,3.1797635523417966,5.932755663068694,5.724036845833454,7.126332395000645,-1.3817372541240047,7.25905029900398,-10.230876245109723,1.754360919195997,10.380202838940704
57,2022050500405,337.68284889500376,38.624588655941295,-2.000077284105828,-5.100132022485582,5.478289494831303,5.442769645857501,-4.5446156932030135,4.125991031227727,6.138186522799609,0.3135564728343349,0.4430911959650919,0.5428143970070105
